Order_ID,Customer_ID,Customer_Age,Customer_Gender,City,Area,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Date,Order_Time,Delivery_Time_Min,Distance_km,Order_Value,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Cancellation_Reason,Delivery_Partner_ID,Delivery_Rating,Restaurant_Rating,Order_Day,Peak_Hour,Profit_Margin
ORD051257,CUST2673,23,Male,Hyderabad,South,RES812,Restaurant_264,,3/15/2024,,135,,3269,20,3249,,Delivered,None,DP753,3,4.1,Weekday,TRUE,0.23
ORD051258,CUST5208,,Other,Mumbai,,RES883,Restaurant_159,Italian,2/26/2024,00:00,,34.49,3714,300,3414,COD,Delivered,None,DP852,2,3,Weekday,FALSE,0.31
ORD051259,CUST4274,,,,North,RES752,Restaurant_347,Indian,12/15/2024,00:00,182,,,0,,COD,Delivered,None,DP733,5,4,Weekend,FALSE,0.24
ORD051260,CUST1066,,Female,Mumbai,North,RES171,Restaurant_45,Italian,07-09-2024,00:00,,,3682,50,3632,UPI,Delivered,None,DP767,5,3.4,Weekday,FALSE,-0.06
ORD051261,CUST5762,47,Male,Bangalore,,RES984,Restaurant_31,Italian,,00:00,175,9.38,4150,50,4100,Card,Delivered,None,DP843,1,5.3,Weekend,TRUE,-0.02
ORD051262,CUST7871,,Other,Chennai,North,RES770,Restaurant_420,,1/14/2024,00:00,23,3.57,1182,,,Wallet,Cancelled,Restaurant Issue,DP751,4,5.5,Weekend,TRUE,0.45
ORD051263,CUST9358,,Male,Bangalore,North,RES542,Restaurant_238,Chinese,6/23/2024,00:00,179,5.01,570,100,470,Wallet,Delivered,None,DP222,3,5.4,Weekend,,0.41
ORD051264,CUST6754,,Other,Chennai,Central,RES181,Restaurant_383,Italian,03-08-2024,00:00,33,38.66,549,300,249,,Delivered,None,DP632,2,5.2,Weekday,FALSE,0.34
ORD051265,CUST3723,,Male,Hyderabad,,RES967,Restaurant_115,,03-01-2024,00:00,274,6.71,2641,,,,Cancelled,Restaurant Issue,DP187,2,4,Weekday,FALSE,-0.13
ORD051266,CUST4242,,Other,,West,RES736,Restaurant_358,Chinese,12/20/2024,00:00,122,,4254,300,3954,,Delivered,None,DP897,4,3.1,Weekday,TRUE,0.06
ORD051267,CUST1339,,Other,,West,RES985,Restaurant_65,Indian,01-01-2024,00:00,223,37.39,862,0,,COD,Delivered,None,DP986,3,3.5,Weekday,,0.17
ORD051268,CUST6022,40,Female,,South,RES892,Restaurant_444,Arabian,11-08-2024,00:00,59,35.38,519,0,,UPI,Delivered,None,DP304,1,5.5,Weekday,FALSE,-0.12
ORD051269,CUST4691,24,Female,Hyderabad,,RES675,Restaurant_72,Indian,9/16/2024,00:00,188,38.63,785,300,485,,Delivered,None,DP259,4,4.2,Weekday,TRUE,0.3
ORD051270,CUST3653,,Other,Bangalore,,RES396,Restaurant_27,Chinese,3/27/2024,00:00,27,,,100,,,Delivered,None,DP696,4,3.5,Weekday,FALSE,0.01
ORD051271,CUST3779,47,Female,Chennai,,RES521,Restaurant_39,Mexican,7/19/2024,00:00,,34.91,,100,,Wallet,Delivered,None,DP174,,4.3,Weekday,TRUE,0.42
ORD051272,CUST7657,,,Mumbai,East,RES189,Restaurant_486,Italian,4/29/2024,00:00,158,6.11,,20,,COD,Delivered,None,DP644,3,4.9,Weekday,TRUE,0.44
ORD051273,CUST7008,52,Female,,East,RES787,Restaurant_111,Arabian,3/29/2024,00:00,121,,265,0,,UPI,Delivered,None,DP842,,5.3,Weekday,FALSE,0.26
ORD051274,CUST7584,,Female,Mumbai,,RES405,Restaurant_48,Italian,10/21/2024,00:00,183,38.12,2423,300,2123,,Delivered,None,DP859,4,3,Weekday,FALSE,-0.13
ORD051275,CUST9232,,,Bangalore,North,RES102,Restaurant_15,Indian,11/17/2024,00:00,201,2.11,,20,,,Delivered,None,DP100,5,4.6,Weekend,,0.11
ORD051276,CUST3769,18,,Mumbai,North,RES134,Restaurant_299,Chinese,07-10-2024,00:00,50,,2476,,,,Delivered,None,DP597,3,3.4,Weekday,FALSE,-0.13
ORD051277,CUST6351,34,Male,Chennai,West,RES362,Restaurant_295,Mexican,03-12-2024,00:00,50,27.31,653,300,353,COD,Cancelled,None,DP333,1,4.5,Weekday,FALSE,0.31
ORD051278,CUST3418,34,Male,Delhi,,RES983,Restaurant_412,Arabian,8/16/2024,00:00,285,9.22,3019,100,2919,Card,Delivered,None,DP532,,5,Weekday,TRUE,-0.11
ORD051279,CUST1319,27,Male,Mumbai,West,RES688,Restaurant_174,Italian,07-02-2024,00:00,,,880,0,,Card,Delivered,None,DP377,1,3.8,Weekday,,0.22
ORD051280,CUST9085,47,Female,Chennai,South,RES989,Restaurant_453,Mexican,3/13/2024,00:00,,24.06,,100,,Card,Delivered,None,DP105,2,4.5,Weekday,TRUE,0.41
ORD051281,CUST5790,34,Female,Delhi,West,RES529,Restaurant_330,Indian,08-06-2024,00:00,38,5.18,4005,,,COD,Cancelled,Late Delivery,DP536,5,3.9,Weekday,TRUE,0.33
ORD051282,CUST6598,,,Hyderabad,North,RES150,Restaurant_121,Chinese,11/27/2024,00:00,,26.77,,50,,UPI,Delivered,None,DP531,,5.1,Weekday,,-0.03
ORD051283,CUST7761,,Female,Hyderabad,North,RES322,Restaurant_393,Mexican,3/29/2024,00:00,226,9.75,364,20,344,UPI,Delivered,None,DP760,3,4.3,Weekday,,0.26
ORD051284,CUST4937,53,Other,Hyderabad,Central,RES668,Restaurant_146,Arabian,12/23/2024,00:00,,1.73,4576,50,4526,Card,Delivered,None,DP502,3,4.8,Weekday,TRUE,0.39
ORD051285,CUST5431,35,Male,Hyderabad,West,RES290,Restaurant_17,Chinese,11-07-2024,00:00,275,16.67,421,300,121,,Cancelled,Customer Cancelled,DP952,3,3.4,Weekday,FALSE,0.24
ORD051286,CUST4603,34,Male,Delhi,West,RES252,Restaurant_430,,5/22/2024,00:00,21,,,20,,Wallet,Delivered,None,DP722,,5.5,Weekday,TRUE,0.5
ORD051287,CUST4973,32,,,Central,RES468,Restaurant_156,Italian,11-12-2024,00:00,174,39.96,,20,,Wallet,Delivered,None,DP194,,4,Weekday,TRUE,0.37
ORD051288,CUST8336,39,Other,Hyderabad,West,RES575,Restaurant_125,Indian,12-02-2024,00:00,30,34.34,2269,20,2249,Wallet,Cancelled,Late Delivery,DP343,2,3.8,Weekday,FALSE,0.23
ORD051289,CUST3001,,Male,,South,RES713,Restaurant_108,Italian,6/13/2024,00:00,,,3994,300,3694,,Delivered,None,DP407,3,3.4,Weekday,FALSE,0.23
ORD051290,CUST3548,42,,Bangalore,South,RES560,Restaurant_59,,04-01-2024,00:00,218,4.03,,20,,UPI,Delivered,None,DP203,4,4.3,Weekday,FALSE,0.21
ORD051291,CUST6721,,Male,Bangalore,Central,RES334,Restaurant_276,Chinese,07-06-2024,00:00,55,27.28,,,,COD,Cancelled,Restaurant Issue,DP849,2,3,Weekend,TRUE,-0.07
ORD051292,CUST9818,,Male,Mumbai,Central,RES230,Restaurant_101,Italian,12-07-2024,00:00,65,8.41,3118,50,3068,,Delivered,None,DP505,3,4.6,Weekend,,0.05
ORD051293,CUST9310,51,Male,,West,RES971,Restaurant_385,Italian,12/24/2024,00:00,169,2.24,4149,100,4049,COD,Delivered,None,DP632,5,4,Weekday,,0.05
ORD051294,CUST6104,,Male,Delhi,North,RES946,Restaurant_124,Arabian,6/22/2024,00:00,,9.72,3908,100,3808,UPI,Delivered,None,DP884,3,3.9,Weekend,FALSE,0.25
ORD051295,CUST9467,42,Other,,,RES667,Restaurant_8,Indian,9/29/2024,00:00,52,,,300,,,Delivered,None,DP683,,4.7,Weekend,,-0.03
ORD051296,CUST8499,25,,Chennai,,RES162,Restaurant_449,Indian,10/31/2024,00:00,41,7.1,739,300,439,UPI,Delivered,None,DP671,2,4.4,Weekday,,0.32
ORD051297,CUST8833,,Other,,South,RES756,Restaurant_382,,10-01-2024,00:00,53,28.28,,50,,UPI,Delivered,None,DP317,3,3.3,Weekday,FALSE,0.36
ORD051298,CUST9195,22,Female,Mumbai,West,RES780,Restaurant_243,Mexican,8/25/2024,00:00,161,18.84,,50,,Card,Cancelled,Restaurant Issue,DP141,1,4.9,Weekend,TRUE,-0.01
ORD051299,CUST3779,49,,Mumbai,East,RES570,Restaurant_18,Italian,12/25/2024,00:00,54,,455,,,COD,Delivered,None,DP634,,4.7,Weekday,TRUE,0.27
ORD051300,CUST7406,,Male,,South,RES168,Restaurant_446,Italian,11-11-2024,00:00,64,,,300,,Card,Delivered,None,DP761,3,3.5,Weekday,,0.5
ORD051301,CUST1318,36,Female,Mumbai,East,RES970,Restaurant_257,Indian,7/19/2024,00:00,271,,4839,300,4539,COD,Delivered,None,DP649,2,3.6,Weekday,,-0.03
ORD051302,CUST3460,28,Female,,,RES784,Restaurant_197,Indian,12/18/2024,00:00,221,,3933,,,Wallet,Delivered,None,DP227,2,4.8,Weekday,FALSE,0.4
ORD051303,CUST9355,,Other,Chennai,Central,RES643,Restaurant_361,Indian,11-06-2024,00:00,175,9.25,,50,,,Delivered,None,DP491,1,4.4,Weekday,,0.11
ORD051304,CUST4948,33,Female,Bangalore,South,RES920,Restaurant_141,Italian,8/21/2024,00:00,,,,,,Card,Delivered,None,DP799,5,3.4,Weekday,FALSE,-0.03
ORD051305,CUST1955,,Other,,South,RES121,Restaurant_315,,1/16/2024,00:00,34,,924,0,,,Delivered,None,DP191,2,3.4,Weekday,FALSE,0.35
ORD051306,CUST9440,,Male,Delhi,West,RES787,Restaurant_141,Italian,02-11-2024,00:00,55,,2922,20,2902,COD,Delivered,None,DP797,3,3,Weekend,FALSE,0.22
ORD051307,CUST4105,,,Chennai,West,RES515,Restaurant_409,Chinese,03-11-2024,00:00,,,,300,,Wallet,Delivered,None,DP741,1,4.4,Weekday,TRUE,0.3
ORD051308,CUST5958,,Female,Hyderabad,East,RES916,Restaurant_465,Indian,4/29/2024,00:00,272,31.73,,,,UPI,Cancelled,,DP298,2,4.1,Weekday,,0.13
ORD051309,CUST2533,49,Male,Chennai,North,RES634,Restaurant_261,Chinese,06-08-2024,00:00,43,24.5,795,20,775,Card,Delivered,None,DP730,2,3.3,Weekend,TRUE,0.2
ORD051310,CUST8951,,Other,Bangalore,,RES511,Restaurant_180,,,00:00,59,,,50,,Card,Cancelled,Restaurant Issue,DP759,1,3.5,Weekday,TRUE,0.45
ORD051311,CUST5949,,,Delhi,South,RES326,Restaurant_395,,12/26/2024,00:00,244,,,50,,UPI,Delivered,None,DP126,4,4.6,Weekday,FALSE,-0.07
ORD051312,CUST5221,,,Chennai,,RES409,Restaurant_107,Mexican,5/16/2024,00:00,,21.5,,300,,COD,Delivered,None,DP690,4,4.1,Weekday,TRUE,0.06
ORD051313,CUST8077,39,Other,Chennai,Central,RES242,Restaurant_478,Arabian,07-04-2024,00:00,,,,20,,,Delivered,None,DP144,2,4.6,Weekday,TRUE,0.24
ORD051314,CUST7320,,Male,Mumbai,,RES985,Restaurant_259,Mexican,12/13/2024,00:00,70,8.99,1169,,,COD,Delivered,None,DP672,2,4.8,Weekday,FALSE,0.38
ORD051315,CUST6609,,Other,Mumbai,,RES200,Restaurant_401,Mexican,8/25/2024,00:00,284,,719,20,699,Wallet,Delivered,None,DP691,1,3.3,Weekend,TRUE,0.45
ORD051316,CUST3708,,Male,Bangalore,East,RES349,Restaurant_230,Arabian,9/22/2024,00:00,,,254,20,234,Wallet,Delivered,None,DP984,1,3.1,Weekend,TRUE,0.03
ORD051317,CUST4533,,Male,Delhi,,RES486,Restaurant_57,Chinese,07-08-2024,00:00,69,,650,100,550,,Cancelled,Restaurant Issue,DP650,5,4,Weekday,FALSE,0.21
ORD051318,CUST5098,,,Mumbai,Central,RES250,Restaurant_469,Arabian,06-06-2024,00:00,161,,4431,50,4381,UPI,Delivered,None,DP633,4,3.2,Weekday,TRUE,0.19
ORD051319,CUST5873,36,Other,Bangalore,South,RES481,Restaurant_226,Indian,08-12-2024,00:00,238,8.45,,,,Card,Cancelled,Customer Cancelled,DP599,4,4.8,Weekday,TRUE,-0.01
ORD051320,CUST8005,47,Other,Hyderabad,East,RES666,Restaurant_246,Chinese,12-01-2024,00:00,,,582,50,532,UPI,Delivered,None,DP866,5,5.5,Weekend,FALSE,0.49
ORD051321,CUST4161,,Other,Bangalore,,RES342,Restaurant_427,Mexican,07-01-2024,00:00,,39.43,,300,,Wallet,Delivered,None,DP150,,3.3,Weekday,TRUE,0.24
ORD051322,CUST8747,18,Other,Hyderabad,North,RES613,Restaurant_468,Arabian,5/16/2024,00:00,241,30.57,1019,,,Wallet,Delivered,None,DP777,5,3.9,Weekday,,0.2
ORD051323,CUST2778,36,Male,Hyderabad,,RES674,Restaurant_379,Indian,08-01-2024,00:00,,32.48,1131,0,,UPI,Delivered,None,DP907,5,4.1,Weekday,TRUE,-0.17
ORD051324,CUST3732,34,Male,Bangalore,South,RES768,Restaurant_404,Chinese,01-11-2024,00:00,40,,440,50,390,COD,Cancelled,,DP744,3,4.8,Weekday,FALSE,0
ORD051325,CUST5639,28,Other,Hyderabad,,RES878,Restaurant_352,Italian,09-12-2024,00:00,210,36.96,4753,50,4703,Wallet,Delivered,None,DP635,5,4.4,Weekday,FALSE,-0.04
ORD051326,CUST4361,,Male,,,RES940,Restaurant_326,Mexican,11/19/2024,00:00,40,1.11,4406,0,,COD,Delivered,None,DP688,5,5.5,Weekday,TRUE,0.25
ORD051327,CUST1602,38,,Mumbai,,RES982,Restaurant_101,Arabian,6/16/2024,00:00,157,22.26,323,20,303,UPI,Delivered,None,DP717,,5.2,Weekend,FALSE,0.24
ORD051328,CUST6282,,Female,Bangalore,East,RES805,Restaurant_255,,4/21/2024,00:00,65,,267,100,167,UPI,Delivered,None,DP207,2,4.7,Weekend,,0.42
ORD051329,CUST2368,,Male,Delhi,South,RES846,Restaurant_216,Mexican,9/19/2024,00:00,245,7.28,,50,,COD,Delivered,None,DP352,2,4.4,Weekday,,0.5
ORD051330,CUST2198,,Other,Chennai,,RES811,Restaurant_364,,11-10-2024,00:00,216,18.51,353,20,333,COD,Delivered,None,DP370,4,4,Weekend,FALSE,0.48
ORD051331,CUST4101,48,Female,Bangalore,North,RES524,Restaurant_30,Chinese,6/13/2024,00:00,,39.81,1053,0,,Wallet,Cancelled,Late Delivery,DP766,,4.9,Weekday,TRUE,0.18
ORD051332,CUST8342,24,Female,Mumbai,Central,RES121,Restaurant_156,Chinese,1/19/2024,00:00,41,,1010,100,910,Card,Delivered,None,DP102,2,4.5,Weekday,FALSE,0.39
ORD051333,CUST7315,50,,Mumbai,North,RES423,Restaurant_380,,12/16/2024,00:00,125,30.26,3701,,,Wallet,Delivered,None,DP776,1,4.4,Weekday,TRUE,-0.01
ORD051334,CUST3010,,Other,Hyderabad,East,RES787,Restaurant_431,Mexican,02-09-2024,00:00,,27.69,,,,UPI,Delivered,None,DP917,1,3.6,Weekday,FALSE,0.32
ORD051335,CUST9246,27,Male,Delhi,South,RES175,Restaurant_345,Mexican,11-10-2024,00:00,,1.72,1091,0,,COD,Delivered,None,DP281,5,3.4,Weekend,,0.34
ORD051336,CUST4241,30,,Delhi,,RES624,Restaurant_360,Indian,1/22/2024,00:00,53,,,0,,COD,Delivered,None,DP929,1,3.5,Weekday,,-0.02
ORD051337,CUST5130,41,,Delhi,North,RES965,Restaurant_108,Italian,04-08-2024,00:00,225,16.97,415,50,365,UPI,Delivered,None,DP602,1,3.9,Weekday,FALSE,0.15
ORD051338,CUST9366,40,Female,,West,RES507,Restaurant_284,Italian,8/19/2024,00:00,,3.77,,0,,UPI,Delivered,None,DP197,3,5.2,Weekday,,0.3
ORD051339,CUST9953,19,Female,,,RES841,Restaurant_487,Chinese,7/22/2024,00:00,154,9.3,,100,,,Delivered,None,DP499,5,3.8,Weekday,TRUE,0.02
ORD051340,CUST1230,,,Bangalore,North,RES916,Restaurant_420,Arabian,2/16/2024,00:00,,33.38,243,50,193,,Delivered,None,DP167,3,4.3,Weekday,FALSE,-0.18
ORD051341,CUST6906,,Other,Chennai,West,RES822,Restaurant_411,Italian,4/15/2024,00:00,,15.63,,,,Wallet,Delivered,None,DP146,1,3.8,Weekday,TRUE,0.35
ORD051342,CUST2107,,Female,Delhi,North,RES579,Restaurant_422,,6/13/2024,00:00,62,20.41,,20,,UPI,Delivered,None,DP379,,4.5,Weekday,FALSE,0.04
ORD051343,CUST3483,,,,Central,RES667,Restaurant_221,Arabian,12/28/2024,00:00,,26.77,,100,,,Delivered,None,DP301,3,5.4,Weekend,TRUE,0.06
ORD051344,CUST9942,,,Chennai,North,RES515,Restaurant_102,,6/19/2024,00:00,,30.9,998,,,Wallet,Cancelled,,DP218,,3.6,Weekday,FALSE,0.4
ORD051345,CUST7103,,Female,Hyderabad,,RES606,Restaurant_91,Chinese,9/29/2024,00:00,66,,1094,300,794,,Delivered,None,DP283,3,3.2,Weekend,FALSE,0.47
ORD051346,CUST3595,,Male,Hyderabad,North,RES767,Restaurant_459,,09-09-2024,00:00,,28.22,2616,300,2316,,Delivered,None,DP999,2,4.9,Weekday,TRUE,0.17
ORD051347,CUST2613,,Male,,West,RES268,Restaurant_313,,11-11-2024,00:00,266,,,50,,Wallet,Delivered,None,DP154,2,3.8,Weekday,TRUE,0.29
ORD051348,CUST5881,,Other,Mumbai,,RES724,Restaurant_2,Arabian,11/18/2024,00:00,66,5.25,4573,300,4273,Wallet,Delivered,None,DP455,2,3.7,Weekday,TRUE,0.2
ORD051349,CUST3017,,Other,Hyderabad,South,RES327,Restaurant_14,Mexican,10/29/2024,00:00,231,,3538,50,3488,,Delivered,None,DP166,4,5.4,Weekday,TRUE,0.08
ORD051350,CUST3302,47,Male,,West,RES772,Restaurant_327,Mexican,4/19/2024,00:00,,,4365,100,4265,UPI,Delivered,None,DP177,,3.3,Weekday,,0.35
ORD051351,CUST4731,,Other,Delhi,East,RES546,Restaurant_215,,2/14/2024,00:00,44,33.77,1095,300,795,Card,Delivered,None,DP838,2,3.3,Weekday,,0.08
ORD051352,CUST7618,,Female,Mumbai,Central,RES636,Restaurant_166,Mexican,05-03-2024,00:00,179,37.01,,300,,COD,Cancelled,Restaurant Issue,DP915,5,4.3,Weekday,TRUE,-0.03
ORD051353,CUST6223,,,Bangalore,West,RES457,Restaurant_251,Italian,02-11-2024,00:00,239,23.06,,50,,Wallet,Delivered,None,DP358,3,5,Weekend,,0.33
ORD051354,CUST2932,,,Mumbai,,RES740,Restaurant_309,,3/24/2024,00:00,,35.08,3884,20,3864,Card,Cancelled,Late Delivery,DP717,3,4.5,Weekend,FALSE,0.49
ORD051355,CUST5798,30,Female,Bangalore,North,RES629,Restaurant_409,Chinese,09-04-2024,00:00,212,,,,,Wallet,Delivered,None,DP747,2,3.2,Weekday,,0.37
ORD051356,CUST3466,57,Other,,South,RES133,Restaurant_69,Arabian,06-07-2024,00:00,,3.32,3593,100,3493,,Cancelled,,DP761,1,4.5,Weekday,FALSE,-0.1
ORD051357,CUST7152,23,Other,Mumbai,Central,RES464,Restaurant_148,Arabian,10/16/2024,00:00,35,,3956,20,3936,Card,Delivered,None,DP408,2,3.5,Weekday,FALSE,-0.19
ORD051358,CUST8126,53,Male,,North,RES897,Restaurant_234,Chinese,1/29/2024,00:00,132,5.69,,20,,Wallet,Cancelled,Customer Cancelled,DP811,1,3.2,Weekday,TRUE,0.15
ORD051359,CUST8908,47,,Chennai,East,RES782,Restaurant_485,Indian,12-12-2024,00:00,26,,,300,,UPI,Delivered,None,DP108,3,4.3,Weekday,FALSE,0.04
ORD051360,CUST7389,,Other,Hyderabad,South,RES484,Restaurant_332,Indian,7/26/2024,00:00,26,,4621,0,,UPI,Delivered,None,DP456,,4.3,Weekday,FALSE,0.17
ORD051361,CUST1733,,Male,Delhi,,RES197,Restaurant_106,Indian,5/30/2024,00:00,187,37.04,3945,100,3845,,Delivered,None,DP500,1,3.2,Weekday,FALSE,0.2
ORD051362,CUST2866,56,Male,,South,RES803,Restaurant_498,Mexican,1/19/2024,00:00,70,2.41,,20,,COD,Delivered,None,DP726,2,3.3,Weekday,TRUE,-0.11
ORD051363,CUST8818,,Male,Mumbai,South,RES325,Restaurant_229,Mexican,02-02-2024,00:00,,26.61,,0,,UPI,Delivered,None,DP796,4,3.2,Weekday,TRUE,0.01
ORD051364,CUST8211,,,Hyderabad,East,RES771,Restaurant_14,Italian,12-10-2024,00:00,,2.72,,,,Card,Delivered,None,DP987,1,4.2,Weekday,TRUE,0.12
ORD051365,CUST3340,,,,,RES581,Restaurant_346,Mexican,11/30/2024,00:00,,7.74,715,300,415,Wallet,Delivered,None,DP133,5,5.3,Weekend,FALSE,-0.14
ORD051366,CUST7711,25,Female,,West,RES359,Restaurant_321,Arabian,7/21/2024,00:00,,4.38,878,,,UPI,Delivered,None,DP626,3,4.3,Weekend,,0.14
ORD051367,CUST6050,49,Male,Chennai,Central,RES504,Restaurant_413,Italian,6/14/2024,00:00,,9.85,,,,,Cancelled,None,DP596,5,4.1,Weekday,TRUE,-0.1
ORD051368,CUST4315,,Female,Chennai,,RES824,Restaurant_41,Chinese,5/18/2024,00:00,150,3.11,4385,0,,UPI,Cancelled,None,DP418,1,3.7,Weekend,FALSE,-0.07
ORD051369,CUST7343,,Other,Delhi,,RES257,Restaurant_279,Chinese,07-02-2024,00:00,,7.35,2280,,,,Delivered,None,DP676,1,4.2,Weekday,TRUE,0.29
ORD051370,CUST4449,,Female,Mumbai,,RES415,Restaurant_146,Mexican,6/13/2024,00:00,,,3842,100,3742,Card,Delivered,None,DP982,1,3.1,Weekday,,0.49
ORD051371,CUST6957,35,Female,,South,RES592,Restaurant_98,Mexican,04-01-2024,00:00,29,,654,300,354,Wallet,Delivered,None,DP231,4,3.1,Weekday,FALSE,0.42
ORD051372,CUST2853,,Female,Hyderabad,,RES427,Restaurant_285,Indian,11-07-2024,00:00,,3.32,213,0,,UPI,Delivered,None,DP291,4,3,Weekday,FALSE,-0.09
ORD051373,CUST4051,44,Other,,,RES268,Restaurant_471,,12/24/2024,00:00,26,7.52,,0,,COD,Delivered,None,DP147,3,4.3,Weekday,,0.38
ORD051374,CUST5776,40,Male,Delhi,North,RES759,Restaurant_266,Indian,05-02-2024,00:00,60,4.87,,20,,,Delivered,None,DP664,5,3.5,Weekday,FALSE,0.31
ORD051375,CUST9127,,Other,Hyderabad,Central,RES714,Restaurant_129,Indian,1/13/2024,00:00,57,3.69,,300,,COD,Delivered,None,DP186,5,5,Weekend,FALSE,0.47
ORD051376,CUST9460,47,Male,Bangalore,East,RES156,Restaurant_280,,12-04-2024,00:00,35,6.01,,,,Wallet,Delivered,None,DP943,,3.6,Weekday,FALSE,-0.15
ORD051377,CUST3170,,Other,,North,RES143,Restaurant_354,Italian,9/20/2024,00:00,163,,181,100,81,Wallet,Delivered,None,DP280,3,5.1,Weekday,FALSE,-0.01
ORD051378,CUST6842,38,Other,Hyderabad,,RES983,Restaurant_304,Indian,08-06-2024,00:00,44,2.55,914,,,COD,Delivered,None,DP725,2,4.1,Weekday,,0.41
ORD051379,CUST2556,,Male,Chennai,,RES117,Restaurant_327,Arabian,04-01-2024,00:00,194,,,100,,Wallet,Cancelled,Late Delivery,DP226,2,3.9,Weekday,TRUE,0.42
ORD051380,CUST8831,41,Other,Chennai,East,RES399,Restaurant_146,Arabian,7/21/2024,00:00,120,25.37,514,0,,COD,Cancelled,Restaurant Issue,DP478,3,3.9,Weekend,TRUE,0.46
ORD051381,CUST4134,57,Female,Mumbai,North,RES536,Restaurant_437,,8/31/2024,00:00,232,31.43,,20,,,Delivered,None,DP839,,3.3,Weekend,FALSE,0.43
ORD051382,CUST1455,,Female,Delhi,Central,RES953,Restaurant_317,Italian,06-02-2024,00:00,,,3068,300,2768,,Delivered,None,DP227,2,3.7,Weekend,FALSE,0.03
ORD051383,CUST7369,29,Other,Bangalore,East,RES720,Restaurant_302,Chinese,03-07-2024,00:00,,26.01,410,0,,UPI,Delivered,None,DP317,,3.2,Weekday,FALSE,-0.16
ORD051384,CUST7269,20,Other,,East,RES761,Restaurant_367,Indian,11-01-2024,00:00,,38.33,,0,,COD,Cancelled,None,DP603,5,4.4,Weekday,,-0.02
ORD051385,CUST7531,,Female,Hyderabad,West,RES267,Restaurant_86,Indian,9/28/2024,00:00,23,2.47,810,0,,UPI,Delivered,None,DP315,1,3.1,Weekend,TRUE,0.2
ORD051386,CUST4377,,Other,Mumbai,North,RES360,Restaurant_99,Chinese,03-12-2024,00:00,253,,966,100,866,UPI,Cancelled,,DP849,2,5.4,Weekday,,0.15
ORD051387,CUST6785,,Female,Delhi,,RES256,Restaurant_314,Indian,07-08-2024,00:00,,8.84,1088,300,788,,Cancelled,Customer Cancelled,DP360,,4,Weekday,,-0.1
ORD051388,CUST9832,,Female,Hyderabad,South,RES430,Restaurant_211,Mexican,12-12-2024,00:00,38,6.57,,50,,COD,Delivered,None,DP131,4,4.4,Weekday,FALSE,0.06
ORD051389,CUST5313,,,Mumbai,,RES115,Restaurant_277,Chinese,8/22/2024,00:00,55,,,20,,Wallet,Delivered,None,DP841,5,4.8,Weekday,TRUE,0.3
ORD051390,CUST8516,,Other,Bangalore,Central,RES472,Restaurant_492,Arabian,9/26/2024,,,23.3,,20,,Wallet,Cancelled,Late Delivery,DP371,5,3.3,Weekday,TRUE,0.24
ORD051391,CUST6539,18,Female,Chennai,East,RES648,Restaurant_300,Chinese,9/28/2024,00:00,,,3609,300,3309,UPI,Delivered,None,DP526,4,5,Weekend,FALSE,-0.12
ORD051392,CUST7726,51,Female,Mumbai,North,RES715,Restaurant_77,,11/22/2024,00:00,135,19.2,4950,100,4850,UPI,Delivered,None,DP247,,3.7,Weekday,FALSE,0.46
ORD051393,CUST3800,,,,North,RES348,Restaurant_248,Arabian,8/14/2024,00:00,298,,4331,0,,UPI,Delivered,None,DP129,2,3.5,Weekday,FALSE,-0.11
ORD051394,CUST4305,,Male,Hyderabad,,RES941,Restaurant_254,Italian,12-11-2024,00:00,,37.92,,,,Wallet,Delivered,None,DP919,5,4.2,Weekday,TRUE,-0.02
ORD051395,CUST8590,,Other,Mumbai,Central,RES597,Restaurant_331,Italian,2/17/2024,00:00,148,19.96,,,,,Delivered,None,DP131,1,3.5,Weekend,,0.07
ORD051396,CUST3972,34,Female,Hyderabad,,RES364,Restaurant_146,Italian,11/28/2024,00:00,47,35.24,1079,0,,COD,Delivered,None,DP117,3,3.1,Weekday,TRUE,0.27
ORD051397,CUST3298,,Male,Delhi,North,RES614,Restaurant_46,Arabian,4/23/2024,00:00,132,,422,0,,UPI,Delivered,None,DP999,,4.6,Weekday,TRUE,0.1
ORD051398,CUST7831,42,Male,Hyderabad,East,RES742,Restaurant_334,Indian,3/21/2024,00:00,33,,2231,300,1931,COD,Delivered,None,DP355,3,3.5,Weekday,FALSE,0.46
ORD051399,CUST8316,,,Hyderabad,West,RES405,Restaurant_33,Chinese,09-09-2024,00:00,,,754,20,734,,Cancelled,Restaurant Issue,DP806,2,3.6,Weekday,FALSE,-0.11
ORD051400,CUST6948,48,Other,Bangalore,Central,RES595,Restaurant_379,Arabian,02-06-2024,00:00,22,6.7,2424,300,2124,UPI,Delivered,None,DP595,5,4.7,Weekday,TRUE,0.49
ORD051401,CUST7822,,,Bangalore,South,RES481,Restaurant_64,,11/28/2024,00:00,,6.31,222,0,,Wallet,Delivered,None,DP185,4,5.2,Weekday,FALSE,-0.04
ORD051402,CUST9843,,Female,Mumbai,East,RES294,Restaurant_474,Indian,4/21/2024,00:00,136,,,100,,,Delivered,None,DP458,4,3.4,Weekend,,0.31
ORD051403,CUST8336,58,Female,Chennai,West,RES576,Restaurant_379,Indian,05-12-2024,00:00,191,35.5,,50,,Wallet,Delivered,None,DP299,3,5,Weekend,TRUE,0.35
